"2025-07-26 10:38:44",admin,"Вход в систему управления",4,-,http://metchelservice74.ru/admin/index.php,176.226.178.32
"2025-07-26 10:38:45",admin,"Доступ к модулю ""calendar"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/calendar/index.php?loadEvents,176.226.178.32
"2025-07-26 10:39:07",admin,"Доступ к модулю ""document"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/document/index.php,176.226.178.32
"2025-07-26 10:40:05",admin,"Доступ к модулю ""document"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/document/index.php,176.226.178.32
"2025-07-26 10:41:16",admin,"Доступ к модулю ""constant"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/constant/index.php,176.226.178.32
"2025-07-26 10:41:19",admin,"Доступ к модулю ""constant"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/constant/index.php?constant_dir_id=0&hostcms[checked][1][1]=1,176.226.178.32
"2025-07-26 10:41:19",admin,"Выполнено действие ""Изменить статус активности"", формы ""Константы""",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/constant/index.php?constant_dir_id=0&hostcms[checked][1][1]=1,176.226.178.32
"2025-07-26 10:41:47",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/index.php,176.226.178.32
"2025-07-26 10:41:55",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18,176.226.178.32
"2025-07-26 10:41:57",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=0,176.226.178.32
"2025-07-26 10:42:03",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=0,176.226.178.32
"2025-07-26 10:43:22",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=0&hostcms[checked][1][0]=1,176.226.178.32
"2025-07-26 10:43:27",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=0,176.226.178.32
"2025-07-26 10:43:31",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18,176.226.178.32
"2025-07-26 10:43:34",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28,176.226.178.32
"2025-07-26 10:43:36",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28,176.226.178.32
"2025-07-26 10:44:10",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28&hostcms[checked][1][630]=1,176.226.178.32
"2025-07-26 10:44:11",admin,"Выполнено действие ""Редактировать"", формы ""Информационные группы и элементы""",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28&hostcms[checked][1][630]=1,176.226.178.32
"2025-07-26 10:44:13",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28,176.226.178.32
"2025-07-26 10:50:20",admin,"Доступ к модулю ""xsl"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/xsl/index.php,176.226.178.32
"2025-07-26 10:50:21",admin,"Доступ к модулю ""xsl"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/xsl/index.php?xsl_dir_id=24,176.226.178.32
"2025-07-26 10:50:24",admin,"Доступ к модулю ""xsl"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/xsl/index.php?xsl_dir_id=24,176.226.178.32
"2025-07-26 10:59:04",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/index.php,176.226.178.32
"2025-07-26 10:59:05",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18,176.226.178.32
"2025-07-26 10:59:08",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=0,176.226.178.32
"2025-07-26 10:59:15",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=0&property_dir_id=1,176.226.178.32
"2025-07-26 10:59:18",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=0,176.226.178.32
"2025-07-26 10:59:19",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=0&property_dir_id=2,176.226.178.32
"2025-07-26 10:59:21",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=0,176.226.178.32
"2025-07-26 10:59:24",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=0,176.226.178.32
"2025-07-26 11:01:20",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/index.php,176.226.178.32
"2025-07-26 11:01:23",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=19,176.226.178.32
"2025-07-26 11:01:26",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/index.php,176.226.178.32
"2025-07-26 11:01:28",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18,176.226.178.32
"2025-07-26 11:01:29",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28,176.226.178.32
"2025-07-26 11:01:31",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28,176.226.178.32
"2025-07-26 11:01:46",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php,176.226.178.32
"2025-07-26 11:01:49",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php,176.226.178.32
"2025-07-26 11:01:50",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28&hostcms[checked][1][630]=1,176.226.178.32
"2025-07-26 11:01:50",admin,"Выполнено действие ""Редактировать"", формы ""Информационные группы и элементы""",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28&hostcms[checked][1][630]=1,176.226.178.32
"2025-07-26 11:01:52",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28,176.226.178.32
"2025-07-26 11:02:04",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28&hostcms[checked][1][602]=1,176.226.178.32
"2025-07-26 11:02:05",admin,"Выполнено действие ""Редактировать"", формы ""Информационные группы и элементы""",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28&hostcms[checked][1][602]=1,176.226.178.32
"2025-07-26 11:15:40",admin,"Доступ к модулю ""constant"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/constant/index.php,176.226.178.32
"2025-07-26 11:15:43",admin,"Доступ к модулю ""constant"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/constant/index.php?constant_dir_id=0&hostcms[checked][1][1]=1,176.226.178.32
"2025-07-26 11:15:43",admin,"Выполнено действие ""Изменить статус активности"", формы ""Константы""",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/constant/index.php?constant_dir_id=0&hostcms[checked][1][1]=1,176.226.178.32
"2025-07-26 11:15:44",admin,"Доступ к модулю ""constant"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/constant/index.php,176.226.178.32
"2025-07-26 11:15:44",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28,176.226.178.32
"2025-07-26 11:25:43",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28&hostcms[checked][1][602]=1,176.226.178.32
"2025-07-26 11:25:45",admin,"Выполнено действие ""Редактировать"", формы ""Информационные группы и элементы""",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/index.php?informationsystem_id=18&informationsystem_group_id=28&hostcms[checked][1][602]=1,176.226.178.32
"2025-07-26 11:26:44",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=28,176.226.178.32
"2025-07-26 11:27:00",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=28,176.226.178.32
"2025-07-26 11:27:07",admin,"Доступ к модулю ""informationsystem"" разрешен",1,"ООО МетЧелСервис",http://metchelservice74.ru/admin/informationsystem/item/property/index.php?informationsystem_id=18&informationsystem_group_id=28&hostcms[checked][0][0]=1,176.226.178.32
